name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean,grp
CL:1001606 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,H3K9ac,encode,single,False,1.2208507061004639,SKIN
CL:1001606 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:1001606,foreskin keratinocyte,primary_cell,newborn,H3K9me3,encode,paired,False,0.9907357096672058,SKIN
CL:1001608 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,H3K27ac,encode,single,False,0.8477483987808228,SKIN
CL:1001608 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,H3K27me3,encode,single,False,0.8903656005859375,SKIN
CL:1001608 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,H3K36me3,encode,single,False,0.8516900539398193,SKIN
CL:1001608 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,H3K4me1,encode,single,False,0.8369209170341492,SKIN
CL:1001608 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,H3K4me3,encode,paired,False,1.0306044816970825,SKIN
CL:1001608 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:1001608,foreskin fibroblast,primary_cell,newborn,H3K9me3,encode,single,False,0.8815646171569824,SKIN
CL:2000001 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K27ac,encode,single,False,0.8418717384338379,
CL:2000001 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K27me3,encode,single,False,1.1466968059539795,
CL:2000001 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K36me3,encode,single,False,1.0044301748275757,
CL:2000001 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K4me1,encode,single,False,0.8782188892364502,
CL:2000001 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K4me3,encode,single,False,0.8846347332000732,
CL:2000001 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K9ac,encode,single,False,0.9377597570419312,
CL:2000001 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:2000001,peripheral blood mononuclear cell,primary_cell,adult,H3K9me3,encode,single,False,1.2266879081726074,
CL:2000044 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,H3K27ac,encode,paired,False,0.6727954149246216,ARTERY
CL:2000044 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,H3K36me3,encode,paired,False,0.76507169008255,ARTERY
CL:2000044 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000044,brain microvascular endothelial cell,primary_cell,unknown,H3K4me3,encode,single,False,2.3882954120635986,ARTERY
CL:2000045 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K27ac,encode,paired,False,0.9535868763923645,SKIN
CL:2000045 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K27me3,encode,paired,False,1.1221071481704712,SKIN
CL:2000045 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K36me3,encode,paired,False,1.2483108043670654,SKIN
CL:2000045 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K4me1,encode,paired,False,1.0487231016159058,SKIN
CL:2000045 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K4me3,encode,paired,False,1.4662927389144897,SKIN
CL:2000045 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K9ac,encode,single,False,1.2747563123703003,SKIN
CL:2000045 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:2000045,foreskin melanocyte,primary_cell,newborn,H3K9me3,encode,paired,False,1.3538326025009155,SKIN
CLO:0007045 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0007045,"Jurkat, Clone E6-1",cell_line,child,H3K4me3,encode,single,False,1.377289891242981,
CLO:0021511 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0021511,AG10803,cell_line,adult,H3K4me3,encode,single,False,1.5706654787063599,
CLO:0021752 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0021752,AG09309,cell_line,adult,H3K4me3,encode,single,False,1.7879945039749146,
CLO:0021754 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0021754,AG09319,cell_line,adult,H3K4me3,encode,single,False,2.75639009475708,
CLO:0034837 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CLO:0034837,AG04449,cell_line,embryonic,H3K4me3,encode,single,False,1.7758548259735107,
EFO:0001086 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,H3K27ac,encode,single,False,0.6329953074455261,LUNG
EFO:0001086 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,H3K4me1,encode,single,False,0.6885738372802734,LUNG
EFO:0001086 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,H3K4me2,encode,single,False,0.671027660369873,LUNG
EFO:0001086 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001086,A549,cell_line,adult,H3K4me3,encode,single,False,0.6755056977272034,LUNG
EFO:0001099 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001099,Caco-2,cell_line,adult,H3K4me1,encode,paired,False,0.7609172463417053,INTESTINE
EFO:0001099 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001099,Caco-2,cell_line,adult,H3K4me3,encode,single,False,1.95445716381073,INTESTINE
EFO:0001162 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001162,GM12875,cell_line,unknown,H3K4me3,encode,single,False,1.8323731422424316,
EFO:0001182 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,H3K36me3,encode,single,False,0.7809950709342957,
EFO:0001182 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,H3K4me1,encode,single,False,0.87506103515625,
EFO:0001182 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001182,HEK293,cell_line,embryonic,H3K4me3,encode,single,False,1.4261152744293213,
EFO:0001187 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K27ac,encode,single,False,0.8398945927619934,LIVER
EFO:0001187 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K27me3,encode,single,False,0.823556661605835,LIVER
EFO:0001187 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K36me3,encode,single,False,0.7415798306465149,LIVER
EFO:0001187 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K4me1,encode,single,False,0.9581140875816345,LIVER
EFO:0001187 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K4me2,encode,single,False,1.6532938480377197,LIVER
EFO:0001187 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K4me3,encode,single,False,0.7466471791267395,LIVER
EFO:0001187 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K79me2,encode,single,False,1.4591761827468872,LIVER
EFO:0001187 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K9ac,encode,single,False,1.4094842672348022,LIVER
EFO:0001187 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H3K9me3,encode,single,False,0.846428632736206,LIVER
EFO:0001187 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0001187,HepG2,cell_line,child,H4K20me1,encode,single,False,1.1623249053955078,LIVER
EFO:0001196 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2AFZ,encode,single,False,1.2369091510772705,
EFO:0001196 Histone ChIP-seq H2AK5ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2AK5ac,encode,single,False,1.5246500968933105,
EFO:0001196 Histone ChIP-seq H2BK120ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2BK120ac,encode,single,False,1.3716460466384888,
EFO:0001196 Histone ChIP-seq H2BK12ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2BK12ac,encode,single,False,1.4479514360427856,
EFO:0001196 Histone ChIP-seq H2BK15ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2BK15ac,encode,single,False,0.966442346572876,
EFO:0001196 Histone ChIP-seq H2BK20ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2BK20ac,encode,single,False,1.2972639799118042,
EFO:0001196 Histone ChIP-seq H2BK5ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H2BK5ac,encode,single,False,0.9934648871421814,
EFO:0001196 Histone ChIP-seq H3K14ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K14ac,encode,single,False,1.083517074584961,
EFO:0001196 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K18ac,encode,single,False,1.057948112487793,
EFO:0001196 Histone ChIP-seq H3K23ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K23ac,encode,single,False,1.0878431797027588,
EFO:0001196 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K27ac,encode,single,False,1.0501070022583008,
EFO:0001196 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K27me3,encode,single,False,1.1166572570800781,
EFO:0001196 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K36me3,encode,single,False,1.3623366355895996,
EFO:0001196 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K4ac,encode,single,False,1.3149033784866333,
EFO:0001196 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K4me1,encode,single,False,0.9336976408958435,
EFO:0001196 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K4me2,encode,single,False,1.0273102521896362,
EFO:0001196 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K4me3,encode,single,False,1.479701280593872,
EFO:0001196 Histone ChIP-seq H3K79me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K79me1,encode,single,False,0.7547033429145813,
EFO:0001196 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K79me2,encode,single,False,1.1842864751815796,
EFO:0001196 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K9ac,encode,single,False,1.211501955986023,
EFO:0001196 Histone ChIP-seq H3K9me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K9me1,encode,single,False,0.9264301061630249,
EFO:0001196 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H3K9me3,encode,single,False,1.1585264205932617,
EFO:0001196 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H4K20me1,encode,single,False,0.9348976612091064,
EFO:0001196 Histone ChIP-seq H4K5ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H4K5ac,encode,single,False,0.9765207767486572,
EFO:0001196 Histone ChIP-seq H4K8ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H4K8ac,encode,single,False,0.7747776508331299,
EFO:0001196 Histone ChIP-seq H4K91ac,.,Histone ChIP-seq,EFO:0001196,IMR-90,cell_line,embryonic,H4K91ac,encode,single,False,1.7031760215759277,
EFO:0001203 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H2AFZ,encode,single,False,0.7777266502380371,
EFO:0001203 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K27ac,encode,single,False,0.6805304884910583,
EFO:0001203 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K36me3,encode,single,False,0.7012349367141724,
EFO:0001203 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K4me1,encode,single,False,0.7435044646263123,
EFO:0001203 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K4me2,encode,single,False,0.757789134979248,
EFO:0001203 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K4me3,encode,single,False,0.7882369756698608,
EFO:0001203 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K79me2,encode,single,False,0.8263932466506958,
EFO:0001203 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001203,MCF-7,cell_line,adult,H3K9ac,encode,single,False,0.8699772357940674,
EFO:0001221 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H2AFZ,encode,paired,False,0.8324805498123169,
EFO:0001221 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K27ac,encode,paired,False,0.6850462555885315,
EFO:0001221 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K36me3,encode,paired,False,0.8240364789962769,
EFO:0001221 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K4me1,encode,paired,False,0.848157525062561,
EFO:0001221 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K4me2,encode,paired,False,0.8175636529922485,
EFO:0001221 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K4me3,encode,single,False,0.8140625357627869,
EFO:0001221 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K79me2,encode,single,False,0.7729151844978333,
EFO:0001221 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0001221,NCI-H929,cell_line,adult,H3K9ac,encode,single,False,0.8214753866195679,
EFO:0001260 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0001260,WI38,cell_line,unknown,H3K4me3,encode,single,False,2.0542047023773193,
EFO:0002067 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H2AFZ,encode,single,False,1.1387044191360474,
EFO:0002067 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K27ac,encode,single,False,0.7258226275444031,
EFO:0002067 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K27me3,encode,single,False,0.7676494121551514,
EFO:0002067 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K36me3,encode,single,False,0.7321892380714417,
EFO:0002067 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K4me1,encode,single,False,0.7091634273529053,
EFO:0002067 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K4me2,encode,single,False,1.953864336013794,
EFO:0002067 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K4me3,encode,single,False,0.6676239967346191,
EFO:0002067 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K79me2,encode,single,False,1.0385363101959229,
EFO:0002067 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H3K9ac,encode,single,False,1.1911028623580933,
EFO:0002067 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,EFO:0002067,K562,cell_line,adult,H4K20me1,encode,single,False,1.103072166442871,
EFO:0002074 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H2AFZ,encode,single,False,0.7435217499732971,
EFO:0002074 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K27ac,encode,single,False,0.7057936787605286,
EFO:0002074 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K27me3,encode,single,False,0.7873684167861938,
EFO:0002074 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K36me3,encode,single,False,0.762434720993042,
EFO:0002074 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K4me1,encode,single,False,0.7295119166374207,
EFO:0002074 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K4me2,encode,single,False,0.7400060296058655,
EFO:0002074 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K4me3,encode,single,False,0.7329297661781311,
EFO:0002074 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K79me2,encode,single,False,0.7248369455337524,
EFO:0002074 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002074,PC-3,cell_line,adult,H3K9ac,encode,single,False,0.7181410193443298,
EFO:0002095 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002095,22Rv1,cell_line,unknown,H3K27ac,encode,paired,False,0.8225396871566772,
EFO:0002106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002106,A673,cell_line,child,H3K27ac,encode,single,False,0.9337882399559021,
EFO:0002106 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002106,A673,cell_line,child,H3K4me1,encode,single,False,1.2146235704421997,
EFO:0002106 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002106,A673,cell_line,child,H3K4me3,encode,single,False,1.032426357269287,
EFO:0002167 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H2AFZ,encode,single,False,0.8480846881866455,
EFO:0002167 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3F3A,encode,single,False,0.7860332131385803,
EFO:0002167 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K27ac,encode,single,False,0.9404491782188416,
EFO:0002167 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K27me3,encode,single,False,0.7938494086265564,
EFO:0002167 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K36me3,encode,single,False,0.7523781061172485,
EFO:0002167 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K4me1,encode,single,False,0.722085177898407,
EFO:0002167 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K4me2,encode,single,False,0.873505711555481,
EFO:0002167 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K4me3,encode,single,False,0.7785306572914124,
EFO:0002167 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002167,DOHH2,cell_line,adult,H3K79me2,encode,single,False,0.7459806799888611,
EFO:0002234 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002234,MG63,cell_line,child,H3K36me3,encode,paired,False,0.7326278686523438,
EFO:0002234 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002234,MG63,cell_line,child,H3K4me3,encode,paired,False,0.7054553627967834,
EFO:0002323 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002323,RWPE1,cell_line,adult,H3K27ac,encode,paired,False,1.316434383392334,
EFO:0002330 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002330,SJSA1,cell_line,adult,H3K27ac,encode,paired,False,0.7031357884407043,
EFO:0002330 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002330,SJSA1,cell_line,adult,H3K36me3,encode,paired,False,0.7640801072120667,
EFO:0002330 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002330,SJSA1,cell_line,adult,H3K4me1,encode,paired,False,0.7201310396194458,
EFO:0002330 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002330,SJSA1,cell_line,adult,H3K4me3,encode,paired,False,0.636623203754425,
EFO:0002357 Histone ChIP-seq H3F3A,.,Histone ChIP-seq,EFO:0002357,SU-DHL-6,cell_line,adult,H3F3A,encode,single,False,0.8423266410827637,
EFO:0002357 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002357,SU-DHL-6,cell_line,adult,H3K27ac,encode,single,False,0.8034595251083374,
EFO:0002357 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002357,SU-DHL-6,cell_line,adult,H3K36me3,encode,single,False,0.7802841663360596,
EFO:0002357 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002357,SU-DHL-6,cell_line,adult,H3K4me2,encode,single,False,0.79960036277771,
EFO:0002357 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002357,SU-DHL-6,cell_line,adult,H3K79me2,encode,single,False,0.8656731843948364,
EFO:0002357 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002357,SU-DHL-6,cell_line,adult,H3K9ac,encode,single,False,0.7668773531913757,
EFO:0002713 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002713,Panc1,cell_line,adult,H3K27ac,encode,single,False,0.8690906763076782,
EFO:0002713 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002713,Panc1,cell_line,adult,H3K36me3,encode,single,False,0.9535069465637207,
EFO:0002713 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002713,Panc1,cell_line,adult,H3K4me1,encode,single,False,0.9128447771072388,
EFO:0002713 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002713,Panc1,cell_line,adult,H3K4me3,encode,single,False,1.0108050107955933,
EFO:0002779 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002779,BJ,cell_line,newborn,H3K27me3,encode,single,False,1.2857643365859985,
EFO:0002779 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002779,BJ,cell_line,newborn,H3K36me3,encode,single,False,1.2777327299118042,
EFO:0002779 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002779,BJ,cell_line,newborn,H3K4me3,encode,single,False,2.0215272903442383,
EFO:0002783 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002783,GM06990,cell_line,unknown,H3K36me3,encode,single,False,1.289337396621704,
EFO:0002783 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002783,GM06990,cell_line,unknown,H3K4me3,encode,single,False,2.12255859375,
EFO:0002784 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H2AFZ,encode,single,False,1.0433303117752075,IMMUNE
EFO:0002784 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K27ac,encode,single,False,2.0473732948303223,IMMUNE
EFO:0002784 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K36me3,encode,single,False,0.9647253751754761,IMMUNE
EFO:0002784 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K4me1,encode,single,False,0.8747251033782959,IMMUNE
EFO:0002784 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K4me2,encode,single,False,2.022794008255005,IMMUNE
EFO:0002784 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K4me3,encode,single,False,0.7356247305870056,IMMUNE
EFO:0002784 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K79me2,encode,single,False,1.9463640451431274,IMMUNE
EFO:0002784 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,EFO:0002784,GM12878,cell_line,adult,H3K9ac,encode,single,False,1.3702908754348755,IMMUNE
EFO:0002791 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H2AFZ,encode,single,False,0.8552187085151672,
EFO:0002791 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K27ac,encode,single,False,1.2037321329116821,
EFO:0002791 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K27me3,encode,single,False,0.8821183443069458,
EFO:0002791 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K36me3,encode,single,False,0.8423819541931152,
EFO:0002791 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K4me1,encode,single,False,0.9480814933776855,
EFO:0002791 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,EFO:0002791,HeLa-S3,cell_line,adult,H3K4me2,encode,single,False,0.9384459853172302,
