name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,histone_mark,data_source,endedness,genetically_modified,nonzero_mean,grp
UBERON:0000473 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000473,testis,tissue,adult,H3K4me3,encode,single,False,0.8049049973487854,
UBERON:0000945 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K27ac,encode,single,False,1.3241729736328125,
UBERON:0000945 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K27me3,encode,single,False,0.8545126914978027,
UBERON:0000945 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K36me3,encode,single,False,0.8173034191131592,
UBERON:0000945 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K4me1,encode,single,False,0.8793164491653442,
UBERON:0000945 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K4me3,encode,single,False,0.7691627740859985,
UBERON:0000945 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000945,stomach,tissue,adult,H3K9me3,encode,single,False,0.8707597255706787,
UBERON:0000947 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000947,aorta,tissue,adult,H3K27ac,encode,single,False,0.8740572929382324,ARTERY
UBERON:0000947 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000947,aorta,tissue,adult,H3K36me3,encode,single,False,1.1076427698135376,ARTERY
UBERON:0000947 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000947,aorta,tissue,adult,H3K4me3,encode,single,False,0.8130810856819153,ARTERY
UBERON:0000948 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K27me3,encode,single,False,1.3972610235214233,HEART
UBERON:0000948 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K4me1,encode,single,False,2.119180202484131,HEART
UBERON:0000948 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K4me3,encode,single,False,1.5036487579345703,HEART
UBERON:0000948 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0000948,heart,tissue,embryonic,H3K9ac,encode,single,False,2.4713633060455322,HEART
UBERON:0000955 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K27me3,encode,single,False,0.8013409972190857,BRAIN
UBERON:0000955 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K36me3,encode,single,False,0.7830002307891846,BRAIN
UBERON:0000955 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K4me1,encode,single,False,0.8544619083404541,BRAIN
UBERON:0000955 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K4me3,encode,single,False,1.043258786201477,BRAIN
UBERON:0000955 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000955,brain,tissue,embryonic,H3K9me3,encode,single,False,0.9674521684646606,BRAIN
UBERON:0000992 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K27ac,encode,single,False,0.720077633857727,
UBERON:0000992 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K27me3,encode,single,False,0.9560567140579224,
UBERON:0000992 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K36me3,encode,single,False,1.3437166213989258,
UBERON:0000992 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K4me1,encode,single,False,1.3047332763671875,
UBERON:0000992 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K4me3,encode,single,False,0.7095605134963989,
UBERON:0000992 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0000992,ovary,tissue,adult,H3K9me3,encode,single,False,0.879421055316925,
UBERON:0000995 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000995,uterus,tissue,adult,H3K27ac,encode,single,False,0.8092418909072876,
UBERON:0000995 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000995,uterus,tissue,adult,H3K4me3,encode,single,False,0.8103049397468567,
UBERON:0000996 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K27ac,encode,single,False,1.0347249507904053,
UBERON:0000996 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K36me3,encode,single,False,0.8707129955291748,
UBERON:0000996 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K4me1,encode,single,False,0.8535761833190918,
UBERON:0000996 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0000996,vagina,tissue,adult,H3K4me3,encode,single,False,0.8425154089927673,
UBERON:0001003 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001003,skin epidermis,tissue,adult,H3K27ac,encode,single,False,0.7780634164810181,SKIN
UBERON:0001003 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001003,skin epidermis,tissue,adult,H3K4me3,encode,single,False,0.7833503484725952,SKIN
UBERON:0001043 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K27ac,encode,single,False,1.2696486711502075,
UBERON:0001043 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K36me3,encode,single,False,1.5379191637039185,
UBERON:0001043 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K4me1,encode,single,False,1.4723411798477173,
UBERON:0001043 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K4me3,encode,single,False,0.9049034118652344,
UBERON:0001043 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001043,esophagus,tissue,adult,H3K9me3,encode,single,False,1.5137780904769897,
UBERON:0001114 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K27ac,encode,single,False,0.7784299850463867,LIVER
UBERON:0001114 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K36me3,encode,single,False,0.8362173438072205,LIVER
UBERON:0001114 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K4me1,encode,single,False,0.8233218193054199,LIVER
UBERON:0001114 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001114,right lobe of liver,tissue,adult,H3K4me3,encode,single,False,0.7803559899330139,LIVER
UBERON:0001134 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K27ac,encode,single,False,1.3797202110290527,MUSCLE
UBERON:0001134 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K27me3,encode,single,False,0.8649007081985474,MUSCLE
UBERON:0001134 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K36me3,encode,single,False,0.8371026515960693,MUSCLE
UBERON:0001134 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K4me1,encode,single,False,0.9665578007698059,MUSCLE
UBERON:0001134 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K4me3,encode,single,False,0.8837461471557617,MUSCLE
UBERON:0001134 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001134,skeletal muscle tissue,tissue,adult,H3K9ac,encode,single,False,1.0119422674179077,MUSCLE
UBERON:0001150 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001150,body of pancreas,tissue,adult,H3K27ac,encode,single,False,0.8846782445907593,
UBERON:0001150 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001150,body of pancreas,tissue,adult,H3K4me1,encode,single,False,0.8054571151733398,
UBERON:0001150 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001150,body of pancreas,tissue,adult,H3K4me3,encode,single,False,0.8380602598190308,
UBERON:0001157 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K27ac,encode,single,False,0.7854095697402954,INTESTINE
UBERON:0001157 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K27me3,encode,single,False,0.8251835703849792,INTESTINE
UBERON:0001157 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K36me3,encode,single,False,0.8235317468643188,INTESTINE
UBERON:0001157 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K4me1,encode,single,False,0.8129381537437439,INTESTINE
UBERON:0001157 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001157,transverse colon,tissue,adult,H3K4me3,encode,single,False,0.8056944012641907,INTESTINE
UBERON:0001159 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K27ac,encode,single,False,0.7376067638397217,INTESTINE
UBERON:0001159 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K27me3,encode,single,False,0.862529993057251,INTESTINE
UBERON:0001159 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K36me3,encode,single,False,0.8250663876533508,INTESTINE
UBERON:0001159 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K4me1,encode,single,False,0.8141694664955139,INTESTINE
UBERON:0001159 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001159,sigmoid colon,tissue,adult,H3K4me3,encode,single,False,0.9082852602005005,INTESTINE
UBERON:0001199 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K27me3,encode,single,False,0.9448559880256653,
UBERON:0001199 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K4me1,encode,single,False,0.9851387739181519,
UBERON:0001199 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K4me3,encode,single,False,0.9022591710090637,
UBERON:0001199 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001199,mucosa of stomach,tissue,adult,H3K9ac,encode,single,False,0.9789822101593018,
UBERON:0001211 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K27ac,encode,single,False,1.0645337104797363,
UBERON:0001211 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K36me3,encode,single,False,0.8398535251617432,
UBERON:0001211 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K4me1,encode,single,False,0.8229295015335083,
UBERON:0001211 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K4me3,encode,single,False,0.8059539198875427,
UBERON:0001211 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001211,Peyer's patch,tissue,adult,H3K9me3,encode,single,False,0.8079014420509338,
UBERON:0001255 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001255,urinary bladder,tissue,adult,H3K27ac,encode,single,False,1.5340087413787842,
UBERON:0001255 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001255,urinary bladder,tissue,adult,H3K4me3,encode,single,False,1.249588966369629,
UBERON:0001264 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K27ac,encode,single,False,0.7563256025314331,
UBERON:0001264 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K36me3,encode,single,False,0.8419210314750671,
UBERON:0001264 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K4me1,encode,single,False,0.7936822772026062,
UBERON:0001264 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K4me3,encode,single,False,0.7248829007148743,
UBERON:0001264 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001264,pancreas,tissue,adult,H3K9me3,encode,single,False,1.5992413759231567,
UBERON:0001323 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K27ac,encode,single,False,1.3211156129837036,
UBERON:0001323 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K27me3,encode,single,False,0.8642919063568115,
UBERON:0001323 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K36me3,encode,single,False,0.9108094573020935,
UBERON:0001323 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K4me1,encode,single,False,0.8470635414123535,
UBERON:0001323 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K4me3,encode,single,False,0.9945918917655945,
UBERON:0001323 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001323,tibial nerve,tissue,adult,H3K9me3,encode,single,False,0.9940832257270813,
UBERON:0001383 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K27ac,encode,single,False,1.4244413375854492,MUSCLE
UBERON:0001383 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K27me3,encode,single,False,1.6756627559661865,MUSCLE
UBERON:0001383 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K36me3,encode,single,False,1.3110146522521973,MUSCLE
UBERON:0001383 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K4me1,encode,single,False,1.5736838579177856,MUSCLE
UBERON:0001383 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K4me3,encode,single,False,1.1692146062850952,MUSCLE
UBERON:0001383 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001383,muscle of leg,tissue,embryonic,H3K9me3,encode,single,False,0.9339243769645691,MUSCLE
UBERON:0001496 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K27ac,encode,single,False,0.941458523273468,ARTERY
UBERON:0001496 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K36me3,encode,single,False,0.7998642921447754,ARTERY
UBERON:0001496 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K4me1,encode,single,False,0.7923071384429932,ARTERY
UBERON:0001496 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K4me3,encode,single,False,1.0133315324783325,ARTERY
UBERON:0001496 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001496,ascending aorta,tissue,adult,H3K9me3,encode,single,False,0.8675394654273987,ARTERY
UBERON:0001515 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K27ac,encode,single,False,0.7655042409896851,ARTERY
UBERON:0001515 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K36me3,encode,single,False,0.8727486729621887,ARTERY
UBERON:0001515 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K4me1,encode,single,False,0.766152560710907,ARTERY
UBERON:0001515 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001515,thoracic aorta,tissue,adult,H3K4me3,encode,single,False,0.7468891739845276,ARTERY
UBERON:0001621 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001621,coronary artery,tissue,adult,H3K27ac,encode,single,False,1.356512188911438,ARTERY
UBERON:0001621 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001621,coronary artery,tissue,adult,H3K4me3,encode,single,False,0.8368509411811829,ARTERY
UBERON:0001774 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K27ac,encode,single,False,1.3104538917541504,MUSCLE
UBERON:0001774 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K27me3,encode,single,False,1.8899438381195068,MUSCLE
UBERON:0001774 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K36me3,encode,single,False,1.3060396909713745,MUSCLE
UBERON:0001774 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K4me1,encode,single,False,2.113858461380005,MUSCLE
UBERON:0001774 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K4me3,encode,single,False,1.0175188779830933,MUSCLE
UBERON:0001774 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001774,muscle of trunk,tissue,embryonic,H3K9me3,encode,single,False,1.3337962627410889,MUSCLE
UBERON:0001871 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K27ac,encode,single,False,0.9006586670875549,
UBERON:0001871 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K36me3,encode,single,False,0.8488104343414307,
UBERON:0001871 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K4me1,encode,single,False,0.8646435141563416,
UBERON:0001871 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K4me3,encode,single,False,0.8694230914115906,
UBERON:0001871 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001871,temporal lobe,tissue,adult,H3K9ac,encode,single,False,1.1393189430236816,
UBERON:0001873 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K27ac,encode,single,False,0.9687084555625916,BRAIN
UBERON:0001873 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K36me3,encode,single,False,0.8227593898773193,BRAIN
UBERON:0001873 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K4me1,encode,single,False,0.8329311609268188,BRAIN
UBERON:0001873 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K4me3,encode,single,False,0.8766636848449707,BRAIN
UBERON:0001873 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0001873,caudate nucleus,tissue,adult,H3K9ac,encode,single,False,1.1741129159927368,BRAIN
UBERON:0001987 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K27ac,encode,single,False,0.7619684338569641,
UBERON:0001987 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K27me3,encode,single,False,0.9213661551475525,
UBERON:0001987 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K36me3,encode,single,False,1.5290863513946533,
UBERON:0001987 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K4me1,encode,single,False,1.3510398864746094,
UBERON:0001987 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K4me3,encode,single,False,0.7686141729354858,
UBERON:0001987 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0001987,placenta,tissue,embryonic,H3K9me3,encode,single,False,1.201725721359253,
UBERON:0002037 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002037,cerebellum,tissue,adult,H3K4me3,encode,single,False,1.2195651531219482,BRAIN
UBERON:0002038 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K27ac,encode,single,False,0.9022706151008606,BRAIN
UBERON:0002038 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K36me3,encode,single,False,0.8933779001235962,BRAIN
UBERON:0002038 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K4me1,encode,single,False,1.0500805377960205,BRAIN
UBERON:0002038 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K4me3,encode,single,False,0.8325366973876953,BRAIN
UBERON:0002038 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002038,substantia nigra,tissue,adult,H3K9ac,encode,single,False,1.0571855306625366,BRAIN
UBERON:0002046 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K27ac,encode,single,False,1.0849581956863403,
UBERON:0002046 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K36me3,encode,single,False,0.8517771363258362,
UBERON:0002046 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K4me1,encode,single,False,0.8095167279243469,
UBERON:0002046 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002046,thyroid gland,tissue,adult,H3K4me3,encode,single,False,1.038463830947876,
UBERON:0002048 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K27ac,encode,single,False,1.4589347839355469,LUNG
UBERON:0002048 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,H3K27me3,encode,single,False,0.9830350279808044,LUNG
UBERON:0002048 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K36me3,encode,single,False,1.7142006158828735,LUNG
UBERON:0002048 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K4me1,encode,single,False,2.136195182800293,LUNG
UBERON:0002048 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K4me3,encode,single,False,1.4228606224060059,LUNG
UBERON:0002048 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,embryonic,H3K9ac,encode,single,False,1.1020851135253906,LUNG
UBERON:0002048 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002048,lung,tissue,adult,H3K9me3,encode,single,False,1.596697211265564,LUNG
UBERON:0002078 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,adult,H3K27ac,encode,single,False,1.2285999059677124,HEART
UBERON:0002078 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,adult,H3K4me1,encode,single,False,1.5381871461868286,HEART
UBERON:0002078 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002078,right cardiac atrium,tissue,adult,H3K4me3,encode,single,False,0.9993526339530945,HEART
UBERON:0002080 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K27ac,encode,single,False,0.742721438407898,HEART
UBERON:0002080 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K27me3,encode,single,False,0.8221991062164307,HEART
UBERON:0002080 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K36me3,encode,single,False,0.7794134616851807,HEART
UBERON:0002080 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K4me1,encode,single,False,0.7713398337364197,HEART
UBERON:0002080 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K4me3,encode,single,False,0.7453254461288452,HEART
UBERON:0002080 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002080,heart right ventricle,tissue,adult,H3K9me3,encode,single,False,0.8001134991645813,HEART
UBERON:0002084 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K27ac,encode,single,False,0.8882824778556824,HEART
UBERON:0002084 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K27me3,encode,single,False,0.7984142303466797,HEART
UBERON:0002084 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K36me3,encode,single,False,0.8181394338607788,HEART
UBERON:0002084 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K4me1,encode,single,False,0.8571037650108337,HEART
UBERON:0002084 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K4me3,encode,single,False,0.7315558195114136,HEART
UBERON:0002084 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,UBERON:0002084,heart left ventricle,tissue,adult,H3K9me3,encode,single,False,0.890792191028595,HEART
UBERON:0002106 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K27ac,encode,single,False,0.7800244092941284,IMMUNE
UBERON:0002106 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K27me3,encode,single,False,0.8321865200996399,IMMUNE
UBERON:0002106 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,UBERON:0002106,spleen,tissue,adult,H3K36me3,encode,single,False,0.8215964436531067,IMMUNE
